order_date,sku_id,quantity,channel,region
2026-04-19,SKU-001,18.7,wholesale,Midwest
2026-04-20,SKU-001,14.1,retail,Midwest
2026-04-21,SKU-001,20.4,online,Southwest
2026-04-22,SKU-001,22.7,online,Southwest
2026-04-23,SKU-001,15.4,online,West
2026-04-24,SKU-001,13.7,wholesale,Southwest
2026-04-25,SKU-001,28.3,wholesale,Southeast
2026-04-26,SKU-001,20.5,online,Midwest
2026-04-27,SKU-001,19.3,retail,Northeast
2026-04-28,SKU-001,20.1,online,Midwest
2026-04-29,SKU-001,19.6,online,Midwest
2026-04-30,SKU-001,18.6,online,West
2026-05-01,SKU-001,19.7,wholesale,Southwest
2026-05-02,SKU-001,26.5,online,Northeast
2026-05-03,SKU-001,19.7,online,Southwest
2026-05-04,SKU-001,19.0,online,West
2026-05-05,SKU-001,17.5,online,West
2026-05-06,SKU-001,20.7,wholesale,Southeast
2026-05-07,SKU-001,19.5,online,Southwest
2026-05-08,SKU-001,16.6,retail,Southeast
2026-05-09,SKU-001,27.9,online,Southeast
2026-05-10,SKU-001,18.1,online,West
2026-05-11,SKU-001,19.1,retail,West
2026-05-12,SKU-001,17.4,retail,Southeast
2026-05-13,SKU-001,20.2,online,West
2026-05-14,SKU-001,15.9,retail,Northeast
2026-05-15,SKU-001,21.8,wholesale,Northeast
2026-05-16,SKU-001,29.6,online,Southwest
2026-05-17,SKU-001,21.8,retail,Northeast
2026-05-18,SKU-001,18.0,retail,Southwest
2026-05-19,SKU-001,22.9,retail,West
2026-05-20,SKU-001,19.5,retail,Southwest
2026-05-21,SKU-001,17.9,wholesale,West
2026-05-22,SKU-001,22.3,retail,West
2026-05-23,SKU-001,25.9,retail,Midwest
2026-05-24,SKU-001,25.7,retail,Southeast
2026-05-25,SKU-001,16.7,online,Midwest
2026-05-26,SKU-001,16.4,online,Southwest
2026-05-27,SKU-001,15.0,online,West
2026-05-28,SKU-001,20.9,retail,Northeast
2026-05-29,SKU-001,18.3,online,West
2026-05-30,SKU-001,26.2,online,West
2026-05-31,SKU-001,22.1,retail,Northeast
2026-06-01,SKU-001,22.9,retail,West
2026-06-02,SKU-001,19.3,wholesale,Midwest
2026-06-03,SKU-001,22.2,wholesale,West
2026-06-04,SKU-001,20.2,retail,Southwest
2026-06-05,SKU-001,23.9,online,Midwest
2026-06-06,SKU-001,27.5,online,Midwest
2026-06-07,SKU-001,26.4,retail,Southeast
2026-06-08,SKU-001,23.7,wholesale,Southwest
2026-06-09,SKU-001,20.7,wholesale,Southwest
2026-06-10,SKU-001,21.2,online,West
2026-06-11,SKU-001,16.9,online,Northeast
2025-12-14,SKU-002,81.0,online,West
2025-12-15,SKU-002,69.5,retail,West
2025-12-16,SKU-002,67.7,wholesale,West
2025-12-17,SKU-002,66.7,online,Northeast
2025-12-18,SKU-002,121.8,online,Midwest
2025-12-19,SKU-002,65.7,online,Northeast
2025-12-20,SKU-002,104.1,wholesale,Southeast
2025-12-21,SKU-002,108.1,retail,Southeast
2025-12-22,SKU-002,62.1,retail,Southwest
2025-12-23,SKU-002,93.6,online,Midwest
2025-12-24,SKU-002,86.7,online,Southwest
2025-12-25,SKU-002,134.0,retail,Southeast
2025-12-26,SKU-002,94.4,online,Northeast
2025-12-27,SKU-002,112.7,retail,West
2025-12-28,SKU-002,88.1,retail,Northeast
2025-12-29,SKU-002,80.3,retail,Southeast
2025-12-30,SKU-002,61.5,retail,Southwest
2025-12-31,SKU-002,88.6,retail,Southwest
2026-01-01,SKU-002,124.7,online,West
2026-01-02,SKU-002,83.2,online,Midwest
2026-01-03,SKU-002,70.5,online,West
2026-01-04,SKU-002,74.9,wholesale,West
2026-01-05,SKU-002,85.1,online,Southwest
2026-01-06,SKU-002,95.1,online,Southwest
2026-01-07,SKU-002,87.8,online,Southwest
2026-01-08,SKU-002,97.1,wholesale,Northeast
2026-01-09,SKU-002,68.8,online,West
2026-01-10,SKU-002,96.9,retail,Midwest
2026-01-11,SKU-002,71.6,wholesale,Southeast
2026-01-12,SKU-002,77.0,online,Midwest
2026-01-13,SKU-002,71.3,wholesale,Midwest
2026-01-14,SKU-002,79.7,retail,Southeast
2026-01-15,SKU-002,87.5,retail,West
2026-01-16,SKU-002,79.8,online,West
2026-01-17,SKU-002,101.0,online,Northeast
2026-01-18,SKU-002,75.0,online,Southeast
2026-01-19,SKU-002,70.3,retail,West
2026-01-20,SKU-002,80.0,online,Southwest
2026-01-21,SKU-002,71.3,retail,Midwest
2026-01-22,SKU-002,100.1,online,Southeast
2026-01-23,SKU-002,70.8,retail,Southeast
2026-01-24,SKU-002,79.9,retail,Midwest
2026-01-25,SKU-002,105.2,wholesale,Southwest
2026-01-26,SKU-002,82.0,wholesale,Southeast
2026-01-27,SKU-002,70.3,online,Midwest
2026-01-28,SKU-002,59.3,retail,Midwest
2026-01-29,SKU-002,86.0,online,Midwest
2026-01-30,SKU-002,86.1,online,West
2026-01-31,SKU-002,76.1,online,Midwest
2026-02-01,SKU-002,93.6,online,Southeast
2026-02-02,SKU-002,96.8,online,West
2026-02-03,SKU-002,63.4,online,West
2026-02-04,SKU-002,61.9,retail,Northeast
2026-02-05,SKU-002,92.4,retail,Midwest
2026-02-06,SKU-002,62.4,online,Southwest
2026-02-07,SKU-002,108.0,retail,Southwest
2026-02-08,SKU-002,82.4,retail,West
2026-02-09,SKU-002,95.0,online,Southwest
2026-02-10,SKU-002,98.3,online,Southwest
2026-02-11,SKU-002,61.6,wholesale,Northeast
2026-02-12,SKU-002,137.5,online,Southeast
2026-02-13,SKU-002,69.8,online,Southeast
2026-02-14,SKU-002,80.2,online,Northeast
2026-02-15,SKU-002,91.5,retail,West
2026-02-16,SKU-002,71.0,online,Midwest
2026-02-17,SKU-002,87.4,online,Southeast
2026-02-18,SKU-002,96.2,retail,Southwest
2026-02-19,SKU-002,122.0,wholesale,West
2026-02-20,SKU-002,64.2,online,Southeast
2026-02-21,SKU-002,115.9,retail,Northeast
2026-02-22,SKU-002,75.1,retail,Southwest
2026-02-23,SKU-002,89.6,retail,Midwest
2026-02-24,SKU-002,77.3,online,Midwest
2026-02-25,SKU-002,87.7,wholesale,Southwest
2026-02-26,SKU-002,115.7,online,Southwest
2026-02-27,SKU-002,61.5,online,Midwest
2026-02-28,SKU-002,101.7,online,Southeast
2026-03-01,SKU-002,119.2,retail,Southwest
2026-03-02,SKU-002,83.5,online,Midwest
2026-03-03,SKU-002,83.1,retail,Southeast
2026-03-04,SKU-002,78.9,retail,Midwest
2026-03-05,SKU-002,95.8,retail,West
2026-03-06,SKU-002,99.0,online,West
2026-03-07,SKU-002,89.1,retail,Southeast
2026-03-08,SKU-002,89.0,retail,Midwest
2026-03-09,SKU-002,86.9,online,Southwest
2026-03-10,SKU-002,61.8,online,Midwest
2026-03-11,SKU-002,73.4,wholesale,West
2026-03-12,SKU-002,135.3,retail,Northeast
2026-03-13,SKU-002,87.0,retail,West
2026-03-14,SKU-002,75.9,retail,Southwest
2026-03-15,SKU-002,110.2,retail,Northeast
2026-03-16,SKU-002,68.8,retail,Midwest
2026-03-17,SKU-002,78.3,retail,Northeast
2026-03-18,SKU-002,61.8,retail,Southeast
2026-03-19,SKU-002,127.1,online,Northeast
2026-03-20,SKU-002,83.1,online,Northeast
2026-03-21,SKU-002,96.2,online,Southeast
2026-03-22,SKU-002,98.1,retail,Southwest
2026-03-23,SKU-002,89.5,online,West
2026-03-24,SKU-002,100.7,online,Southwest
2026-03-25,SKU-002,66.8,online,Southwest
2026-03-26,SKU-002,116.0,wholesale,Northeast
2026-03-27,SKU-002,72.2,retail,West
2026-03-28,SKU-002,90.6,retail,Midwest
2026-03-29,SKU-002,114.4,online,Midwest
2026-03-30,SKU-002,95.3,retail,West
2026-03-31,SKU-002,96.5,online,West
2026-04-01,SKU-002,75.3,retail,Southwest
2026-04-02,SKU-002,108.9,wholesale,Southeast
2026-04-03,SKU-002,101.4,online,West
2026-04-04,SKU-002,85.8,retail,Northeast
2026-04-05,SKU-002,90.1,online,West
2026-04-06,SKU-002,77.2,retail,Southeast
2026-04-07,SKU-002,81.7,online,Southwest
2026-04-08,SKU-002,101.1,online,Northeast
2026-04-09,SKU-002,138.4,online,Southwest
2026-04-10,SKU-002,99.0,online,Southeast
2026-04-11,SKU-002,95.0,retail,Southeast
2026-04-12,SKU-002,78.4,retail,Midwest
2026-04-13,SKU-002,75.6,retail,Northeast
2026-04-14,SKU-002,96.8,wholesale,Southwest
2026-04-15,SKU-002,77.4,online,West
2026-04-16,SKU-002,138.9,online,Northeast
2026-04-17,SKU-002,71.5,retail,Midwest
2026-04-18,SKU-002,124.8,retail,West
2026-04-19,SKU-002,123.9,retail,Northeast
2026-04-20,SKU-002,80.3,retail,Northeast
2026-04-21,SKU-002,63.9,retail,Midwest
2026-04-22,SKU-002,76.9,online,Southeast
2026-04-23,SKU-002,119.5,retail,Southeast
2026-04-24,SKU-002,69.2,online,West
2026-04-25,SKU-002,106.4,online,Southwest
2026-04-26,SKU-002,82.5,online,Midwest
2026-04-27,SKU-002,81.4,retail,West
2026-04-28,SKU-002,99.8,retail,Southeast
2026-04-29,SKU-002,65.4,wholesale,Southwest
2026-04-30,SKU-002,106.3,wholesale,Midwest
2026-05-01,SKU-002,81.5,online,West
2026-05-02,SKU-002,118.7,online,West
2026-05-03,SKU-002,104.5,retail,Midwest
2026-05-04,SKU-002,63.5,retail,West
2026-05-05,SKU-002,74.1,retail,Northeast
2026-05-06,SKU-002,100.7,retail,Midwest
2026-05-07,SKU-002,135.1,online,Midwest
2026-05-08,SKU-002,71.9,online,Midwest
2026-05-09,SKU-002,110.3,retail,Southeast
2026-05-10,SKU-002,107.9,wholesale,Northeast
2026-05-11,SKU-002,75.8,online,Southwest
2026-05-12,SKU-002,78.2,online,Midwest
2026-05-13,SKU-002,76.6,online,Southeast
2026-05-14,SKU-002,97.4,retail,Midwest
2026-05-15,SKU-002,85.3,wholesale,Southeast
2026-05-16,SKU-002,89.4,retail,West
2026-05-17,SKU-002,125.6,online,Midwest
2026-05-18,SKU-002,97.0,online,Northeast
2026-05-19,SKU-002,69.1,wholesale,West
2026-05-20,SKU-002,104.0,retail,Midwest
2026-05-21,SKU-002,95.3,online,Midwest
2026-05-22,SKU-002,86.0,online,Midwest
2026-05-23,SKU-002,106.6,retail,Midwest
2026-05-24,SKU-002,82.3,online,Northeast
2026-05-25,SKU-002,89.6,wholesale,Midwest
2026-05-26,SKU-002,102.2,online,Northeast
2026-05-27,SKU-002,90.4,online,Midwest
2026-05-28,SKU-002,129.4,online,Northeast
2026-05-29,SKU-002,103.7,online,West
2026-05-30,SKU-002,83.0,online,Southwest
2026-05-31,SKU-002,84.1,online,Southwest
2026-06-01,SKU-002,81.5,retail,Southeast
2026-06-02,SKU-002,101.4,retail,West
2026-06-03,SKU-002,90.0,wholesale,Midwest
2026-06-04,SKU-002,92.7,online,West
2026-06-05,SKU-002,82.8,online,Midwest
2026-06-06,SKU-002,82.5,retail,Southwest
2026-06-07,SKU-002,124.0,retail,Northeast
2026-06-08,SKU-002,81.0,online,Northeast
2026-06-09,SKU-002,104.6,retail,Northeast
2026-06-10,SKU-002,92.4,retail,Southwest
2026-06-11,SKU-002,150.2,online,Midwest
2025-12-14,SKU-003,16.1,online,Southwest
2025-12-15,SKU-003,13.1,retail,Southwest
2025-12-16,SKU-003,13.2,online,Southeast
2025-12-17,SKU-003,20.2,online,Southwest
2025-12-18,SKU-003,11.7,wholesale,Southeast
2025-12-19,SKU-003,19.5,retail,Southeast
2025-12-20,SKU-003,15.3,wholesale,Southeast
2025-12-21,SKU-003,14.5,retail,Southeast
2025-12-22,SKU-003,16.6,online,Midwest
2025-12-23,SKU-003,12.4,retail,Southwest
2025-12-24,SKU-003,18.4,online,West
2025-12-25,SKU-003,18.4,retail,Northeast
2025-12-26,SKU-003,15.8,online,Southwest
2025-12-27,SKU-003,15.2,retail,Southwest
2025-12-28,SKU-003,17.8,retail,Northeast
2025-12-29,SKU-003,12.8,online,West
2025-12-30,SKU-003,15.8,online,West
2025-12-31,SKU-003,18.5,online,Southwest
2026-01-01,SKU-003,13.7,online,Southwest
2026-01-02,SKU-003,17.7,retail,Midwest
2026-01-03,SKU-003,19.0,retail,Midwest
2026-01-04,SKU-003,19.8,retail,Northeast
2026-01-05,SKU-003,19.3,online,Southwest
2026-01-06,SKU-003,18.7,online,West
2026-01-07,SKU-003,28.7,online,West
2026-01-08,SKU-003,16.1,retail,Midwest
2026-01-09,SKU-003,16.4,retail,Midwest
2026-01-10,SKU-003,25.4,retail,West
2026-01-11,SKU-003,16.3,retail,Northeast
2026-01-12,SKU-003,16.6,retail,Midwest
2026-01-13,SKU-003,19.9,retail,Southwest
2026-01-14,SKU-003,30.2,retail,Northeast
2026-01-15,SKU-003,16.6,wholesale,West
2026-01-16,SKU-003,20.6,retail,Midwest
2026-01-17,SKU-003,22.1,online,Southwest
2026-01-18,SKU-003,21.2,online,West
2026-01-19,SKU-003,15.1,online,Southwest
2026-01-20,SKU-003,16.4,retail,Southwest
2026-01-21,SKU-003,21.5,online,Southwest
2026-01-22,SKU-003,21.8,retail,Southwest
2026-01-23,SKU-003,19.2,retail,Southwest
2026-01-24,SKU-003,26.0,retail,Midwest
2026-01-25,SKU-003,16.4,online,Midwest
2026-01-26,SKU-003,21.5,online,Southeast
2026-01-27,SKU-003,21.0,retail,West
2026-01-28,SKU-003,19.8,retail,Northeast
2026-01-29,SKU-003,14.2,retail,West
2026-01-30,SKU-003,17.1,online,Midwest
2026-01-31,SKU-003,19.6,online,Southwest
2026-02-01,SKU-003,22.7,wholesale,Southeast
2026-02-02,SKU-003,14.8,retail,Northeast
2026-02-03,SKU-003,15.9,retail,West
2026-02-04,SKU-003,26.8,online,Southeast
2026-02-05,SKU-003,20.2,online,West
2026-02-06,SKU-003,14.5,retail,Southwest
2026-02-07,SKU-003,21.6,retail,Northeast
2026-02-08,SKU-003,18.7,wholesale,Northeast
2026-02-09,SKU-003,13.6,online,Southeast
2026-02-10,SKU-003,20.4,retail,Midwest
2026-02-11,SKU-003,23.4,online,West
2026-02-12,SKU-003,15.1,online,Southeast
2026-02-13,SKU-003,18.0,retail,Midwest
2026-02-14,SKU-003,17.1,wholesale,Northeast
2026-02-15,SKU-003,21.1,online,Northeast
2026-02-16,SKU-003,21.3,retail,Southwest
2026-02-17,SKU-003,17.1,retail,Midwest
2026-02-18,SKU-003,20.7,online,Midwest
2026-02-19,SKU-003,15.0,wholesale,West
2026-02-20,SKU-003,21.0,wholesale,Northeast
2026-02-21,SKU-003,21.1,online,West
2026-02-22,SKU-003,22.7,retail,West
2026-02-23,SKU-003,21.3,retail,Southeast
2026-02-24,SKU-003,16.4,online,Southwest
2026-02-25,SKU-003,27.2,retail,Southeast
2026-02-26,SKU-003,21.6,online,Southeast
2026-02-27,SKU-003,15.5,online,Southeast
2026-02-28,SKU-003,18.1,online,Northeast
2026-03-01,SKU-003,18.1,retail,West
2026-03-02,SKU-003,17.5,retail,Southwest
2026-03-03,SKU-003,17.4,wholesale,Southwest
2026-03-04,SKU-003,27.1,wholesale,Midwest
2026-03-05,SKU-003,21.0,retail,Southeast
2026-03-06,SKU-003,17.2,online,Midwest
2026-03-07,SKU-003,24.6,retail,Midwest
2026-03-08,SKU-003,21.5,online,West
2026-03-09,SKU-003,13.6,online,Midwest
2026-03-10,SKU-003,13.9,wholesale,Northeast
2026-03-11,SKU-003,26.4,retail,West
2026-03-12,SKU-003,18.3,wholesale,Northeast
2026-03-13,SKU-003,17.1,retail,Southeast
2026-03-14,SKU-003,19.3,online,Southeast
2026-03-15,SKU-003,25.9,online,Midwest
2026-03-16,SKU-003,21.6,online,Southeast
2026-03-17,SKU-003,13.4,retail,West
2026-03-18,SKU-003,24.9,retail,Midwest
2026-03-19,SKU-003,16.2,online,West
2026-03-20,SKU-003,19.6,retail,Northeast
2026-03-21,SKU-003,23.8,retail,Northeast
2026-03-22,SKU-003,19.0,retail,West
2026-03-23,SKU-003,15.2,retail,Southwest
2026-03-24,SKU-003,20.2,online,Southwest
2026-03-25,SKU-003,26.1,wholesale,Midwest
2026-03-26,SKU-003,20.9,retail,West
2026-03-27,SKU-003,13.7,retail,Northeast
2026-03-28,SKU-003,18.4,online,Midwest
2026-03-29,SKU-003,23.5,retail,Southwest
2026-03-30,SKU-003,13.3,retail,Southwest
2026-03-31,SKU-003,15.5,online,Southeast
2026-04-01,SKU-003,28.9,online,West
2026-04-02,SKU-003,14.0,wholesale,Southeast
2026-04-03,SKU-003,13.0,retail,Northeast
2026-04-04,SKU-003,20.0,retail,Southwest
2026-04-05,SKU-003,15.2,online,Southwest
2026-04-06,SKU-003,13.3,online,Southeast
2026-04-07,SKU-003,13.6,retail,Southwest
2026-04-08,SKU-003,26.5,online,West
2026-04-09,SKU-003,12.4,online,Southeast
2026-04-10,SKU-003,19.8,retail,West
2026-04-11,SKU-003,16.8,online,West
2026-04-12,SKU-003,23.2,online,Southwest
2026-04-13,SKU-003,19.7,online,Midwest
2026-04-14,SKU-003,18.0,retail,West
2026-04-15,SKU-003,27.6,retail,Southwest
2026-04-16,SKU-003,12.8,online,West
2026-04-17,SKU-003,18.5,retail,Northeast
2026-04-18,SKU-003,20.8,retail,Northeast
2026-04-19,SKU-003,16.7,retail,Midwest
2026-04-20,SKU-003,15.0,retail,West
2026-04-21,SKU-003,12.2,wholesale,West
2026-04-22,SKU-003,25.8,wholesale,West
2026-04-23,SKU-003,11.8,retail,Southeast
2026-04-24,SKU-003,14.2,online,Southeast
2026-04-25,SKU-003,13.9,wholesale,Midwest
2026-04-26,SKU-003,20.8,online,Midwest
2026-04-27,SKU-003,18.0,online,Southeast
2026-04-28,SKU-003,16.7,online,Southwest
2026-04-29,SKU-003,15.8,online,Midwest
2026-04-30,SKU-003,12.6,online,Southwest
2026-05-01,SKU-003,14.8,online,Midwest
2026-05-02,SKU-003,15.3,online,Southeast
2026-05-03,SKU-003,16.8,retail,West
2026-05-04,SKU-003,11.3,retail,West
2026-05-05,SKU-003,15.0,online,Southwest
2026-05-06,SKU-003,21.0,retail,Midwest
2026-05-07,SKU-003,13.7,retail,Southeast
2026-05-08,SKU-003,14.6,online,Northeast
2026-05-09,SKU-003,17.2,online,Southwest
2026-05-10,SKU-003,17.3,retail,Southwest
2026-05-11,SKU-003,14.3,online,West
2026-05-12,SKU-003,10.7,online,Midwest
2026-05-13,SKU-003,17.2,online,Northeast
2026-05-14,SKU-003,12.6,retail,Northeast
2026-05-15,SKU-003,15.5,retail,Midwest
2026-05-16,SKU-003,13.4,online,Midwest
2026-05-17,SKU-003,18.9,online,West
2026-05-18,SKU-003,16.7,online,Southeast
2026-05-19,SKU-003,15.5,online,West
2026-05-20,SKU-003,14.5,online,Southeast
2026-05-21,SKU-003,15.8,online,Midwest
2026-05-22,SKU-003,13.3,wholesale,Southwest
2026-05-23,SKU-003,15.7,online,Southeast
2026-05-24,SKU-003,14.1,wholesale,Northeast
2026-05-25,SKU-003,15.4,online,Northeast
2026-05-26,SKU-003,14.9,online,West
2026-05-27,SKU-003,20.5,wholesale,West
2026-05-28,SKU-003,11.8,online,West
2026-05-29,SKU-003,11.9,retail,Midwest
2026-05-30,SKU-003,17.7,retail,Northeast
2026-05-31,SKU-003,14.8,wholesale,Southeast
2026-06-01,SKU-003,12.9,online,Northeast
2026-06-02,SKU-003,11.5,online,West
2026-06-03,SKU-003,18.7,online,West
2026-06-04,SKU-003,11.5,online,Midwest
2026-06-05,SKU-003,13.1,online,Northeast
2026-06-06,SKU-003,11.8,retail,Midwest
2026-06-07,SKU-003,15.0,retail,Southeast
2026-06-08,SKU-003,15.0,online,Southwest
2026-06-09,SKU-003,13.3,online,Southeast
2026-06-10,SKU-003,13.6,retail,Midwest
2026-06-11,SKU-003,11.3,wholesale,Northeast
2025-12-14,SKU-004,12.9,retail,Midwest
2025-12-15,SKU-004,9.5,retail,Southwest
2025-12-16,SKU-004,8.3,online,Midwest
2025-12-17,SKU-004,10.9,online,Northeast
2025-12-18,SKU-004,7.7,online,Southwest
2025-12-19,SKU-004,9.5,retail,Midwest
2025-12-20,SKU-004,16.2,retail,Southeast
2025-12-21,SKU-004,15.1,online,West
2025-12-22,SKU-004,8.5,online,Northeast
2025-12-23,SKU-004,9.7,wholesale,West
2025-12-24,SKU-004,12.4,retail,Midwest
2025-12-25,SKU-004,10.7,retail,Southwest
2025-12-26,SKU-004,10.1,wholesale,Southeast
2025-12-27,SKU-004,15.5,wholesale,Southeast
2025-12-28,SKU-004,13.7,retail,Northeast
2025-12-29,SKU-004,12.2,retail,Southeast
2025-12-30,SKU-004,11.2,online,Southwest
2025-12-31,SKU-004,10.1,online,Southwest
2026-01-01,SKU-004,7.9,wholesale,Northeast
2026-01-02,SKU-004,8.8,wholesale,West
2026-01-03,SKU-004,13.9,retail,Southwest
2026-01-04,SKU-004,9.2,wholesale,Northeast
2026-01-05,SKU-004,9.3,retail,Midwest
2026-01-06,SKU-004,7.8,retail,Southwest
2026-01-07,SKU-004,10.2,online,Southeast
2026-01-08,SKU-004,9.2,wholesale,Northeast
2026-01-09,SKU-004,11.0,retail,Midwest
2026-01-10,SKU-004,11.1,online,Southeast
2026-01-11,SKU-004,10.5,wholesale,Midwest
2026-01-12,SKU-004,10.9,online,Southwest
2026-01-13,SKU-004,8.2,retail,Southwest
2026-01-14,SKU-004,9.4,retail,Southeast
2026-01-15,SKU-004,9.6,retail,Southeast
2026-01-16,SKU-004,9.9,retail,Southwest
2026-01-17,SKU-004,11.9,wholesale,Northeast
2026-01-18,SKU-004,12.8,online,Northeast
